"Data","Último","Abertura","Máximo","Mínimo","Vol.","% var."
"05.05.2002","51,30","53,45","53,45","51,30","0,34K","-3,66%"
"28.04.2002","53,25","53,70","54,80","52,70","0,74K","-0,84%"
"21.04.2002","53,70","56,75","58,20","54,20","1,29K","-6,12%"
"14.04.2002","57,20","56,50","59,50","56,00","2,39K","0,88%"
"07.04.2002","56,70","58,50","60,00","56,50","2,91K","-3,08%"
"31.03.2002","58,50","60,60","62,60","58,30","3,15K","-2,01%"
"24.03.2002","59,70","57,70","59,90","57,70","0,15K","2,75%"
"17.03.2002","58,10","57,00","59,40","57,00","0,67K","-3,17%"
"10.03.2002","60,00","55,50","60,00","55,50","0,15K","8,70%"
"03.03.2002","55,20","51,80","53,50","51,80","0,28K","7,18%"
"24.02.2002","51,50","52,00","52,00","51,00","1,65K","0,00%"
"17.02.2002","51,50","51,80","53,60","51,80","3,51K","-2,00%"
"10.02.2002","52,55","51,20","52,80","51,10","1,66K","1,45%"
"03.02.2002","51,80","52,05","52,60","51,30","2,27K","-0,58%"
"27.01.2002","52,10","52,70","52,75","51,00","6,06K","-1,14%"
"20.01.2002","52,70","53,00","53,40","52,30","3,03K","-0,38%"
"13.01.2002","52,90","53,90","54,90","52,65","3,79K","-3,11%"
"06.01.2002","54,60","53,10","55,80","52,30","4,84K","2,82%"
"30.12.2001","53,10","52,00","53,50","51,50","1,08K","1,63%"
"23.12.2001","52,25","54,00","54,00","51,90","1,44K","0,48%"
"16.12.2001","52,00","45,95","52,00","52,00","0,01K","0,00%"
"09.12.2001","52,00","50,80","52,80","50,80","","1,96%"
"02.12.2001","51,00","51,00","51,00","51,00","","4,08%"
"25.11.2001","49,00","48,80","48,80","47,65","","-4,11%"
"18.11.2001","51,10","51,80","51,90","50,50","2,13K","0,39%"
"11.11.2001","50,90","49,25","52,30","49,00","0,83K","3,67%"
"04.11.2001","49,10","51,50","51,60","49,30","2,40K","-2,58%"
"28.10.2001","50,40","46,80","49,30","46,80","2,06K","7,69%"
"21.10.2001","46,80","45,75","47,00","45,50","1,91K","4,70%"
"14.10.2001","44,70","45,00","46,00","44,70","0,92K","0,00%"
"07.10.2001","44,70","46,15","46,15","45,40","","-5,89%"
"30.09.2001","47,50","49,10","49,50","46,20","2,54K","-3,36%"
"23.09.2001","49,15","50,60","51,50","48,70","5,37K","2,93%"
"16.09.2001","47,75","48,50","48,80","47,75","0,14K","-2,05%"
"09.09.2001","48,75","51,95","52,00","48,10","0,50K","-5,80%"
"02.09.2001","51,75","53,35","53,70","50,40","0,72K","-3,45%"
"26.08.2001","53,60","52,55","53,60","51,75","3,52K","1,80%"
"19.08.2001","52,65","54,90","55,50","51,80","3,50K","-4,96%"
"12.08.2001","55,40","50,40","56,00","49,60","4,83K","10,58%"
"05.08.2001","50,10","51,35","51,70","49,90","3,94K","-2,43%"
"29.07.2001","51,35","54,20","55,25","50,30","4,72K","-5,08%"
"22.07.2001","54,10","57,00","58,00","53,90","3,19K","-1,10%"
"15.07.2001","54,70","54,20","54,70","54,20","0,00K","1,30%"
"08.07.2001","54,00","53,00","54,00","51,50","0,05K","-1,82%"
"01.07.2001","55,00","58,50","58,95","55,00","0,16K","-3,68%"
"24.06.2001","57,10","60,75","60,75","58,50","2,17K","-6,70%"
"17.06.2001","61,20","62,60","64,50","60,50","3,34K","-2,55%"
"10.06.2001","62,80","60,80","62,60","60,75","2,06K","1,62%"
"03.06.2001","61,80","61,40","63,20","61,00","3,03K","0,49%"
"27.05.2001","61,50","63,50","63,70","60,60","4,68K","-2,46%"
"20.05.2001","63,05","65,60","65,90","63,00","2,53K","-3,00%"
"13.05.2001","65,00","65,00","65,00","65,00","","0,00%"
"06.05.2001","65,00","65,00","68,25","65,00","0,03K","3,17%"
"29.04.2001","63,00","63,00","66,60","61,50","0,38K","1,12%"
"22.04.2001","62,30","57,50","63,00","57,00","1,58K","7,60%"
"15.04.2001","57,90","57,60","59,65","57,00","2,00K","-1,19%"
"08.04.2001","58,60","60,35","60,50","58,00","3,62K","-3,46%"
"01.04.2001","60,70","64,70","65,00","60,50","3,43K","-6,04%"
"25.03.2001","64,60","64,50","66,75","64,20","5,56K","-0,31%"
"18.03.2001","64,80","64,75","64,90","64,30","0,96K","8,00%"
"11.03.2001","60,00","67,80","67,80","60,00","0,01K","-9,09%"
"04.03.2001","66,00","69,10","71,40","66,00","0,69K","-4,76%"
"25.02.2001","69,30","69,50","69,65","68,50","0,62K","-1,00%"
"18.02.2001","70,00","69,00","70,25","68,40","2,70K","1,45%"
"11.02.2001","69,00","70,00","72,00","68,50","3,89K","-1,43%"
"04.02.2001","70,00","70,10","70,20","67,70","4,34K","-0,36%"
"28.01.2001","70,25","74,50","75,50","70,00","6,65K","-6,21%"
"21.01.2001","74,90","76,40","80,00","74,80","5,12K","-1,96%"
"14.01.2001","76,40","73,00","79,00","72,40","8,93K","4,23%"
"07.01.2001","73,30","71,50","73,50","69,25","6,14K","3,24%"
"31.12.2000","71,00","73,80","73,80","69,20","3,27K","-3,47%"
"24.12.2000","73,55","71,20","74,00","71,00","3,04K","3,23%"
"17.12.2000","71,25","71,50","74,00","71,10","2,57K","3,26%"
"10.12.2000","69,00","73,50","73,50","71,70","0,03K","-4,56%"
"03.12.2000","72,30","73,00","74,50","72,50","0,40K","-2,95%"
"26.11.2000","74,50","78,40","80,00","74,50","2,14K","-6,17%"
"19.11.2000","79,40","82,25","83,80","79,00","2,40K","-3,47%"
"12.11.2000","82,25","87,00","87,50","82,00","2,81K","-5,35%"
"05.11.2000","86,90","84,50","88,25","84,50","3,44K","2,00%"
"29.10.2000","85,20","86,00","87,25","83,50","3,36K","-0,93%"
"22.10.2000","86,00","93,25","94,75","85,00","6,70K","-7,77%"
"15.10.2000","93,25","90,75","100,75","90,75","8,02K","2,87%"
"08.10.2000","90,65","87,00","92,00","87,00","2,93K","4,20%"
"01.10.2000","87,00","88,50","88,50","85,50","3,28K","-2,25%"
"24.09.2000","89,00","84,75","90,50","83,75","5,58K","11,25%"
"17.09.2000","80,00","84,00","84,50","80,00","0,30K","-4,76%"
"10.09.2000","84,00","83,00","87,00","83,00","0,53K","1,20%"
"03.09.2000","83,00","80,00","83,50","77,50","0,95K","3,75%"
"27.08.2000","80,00","84,75","84,75","78,75","3,68K","-4,42%"
"20.08.2000","83,70","85,70","86,75","83,25","2,67K","-2,11%"
"13.08.2000","85,50","86,00","86,25","80,75","5,44K","-0,58%"
"06.08.2000","86,00","88,25","88,75","83,00","3,66K","-3,26%"
"30.07.2000","88,90","90,50","91,00","87,50","4,15K","-1,50%"
"23.07.2000","90,25","90,00","91,50","86,00","8,82K","-20,13%"
"16.07.2000","113,00","90,00","120,00","90,00","0,00K","32,94%"
"09.07.2000","85,00","82,00","102,00","82,00","0,09K","3,66%"
"02.07.2000","82,00","84,75","85,50","81,75","0,26K","-2,84%"
"25.06.2000","84,40","89,50","90,75","84,00","1,14K","-5,70%"
"18.06.2000","89,50","91,40","93,00","88,00","1,58K","-2,19%"
"11.06.2000","91,50","98,00","99,75","91,50","2,77K","-7,20%"
"04.06.2000","98,60","103,50","103,50","93,50","4,37K","-6,01%"
"28.05.2000","104,90","108,60","111,00","102,00","3,39K","-3,32%"
"21.05.2000","108,50","113,00","113,75","107,00","2,69K","2,36%"
"14.05.2000","106,00","103,00","106,50","102,25","0,08K","-3,64%"
"07.05.2000","110,00","109,75","112,25","109,25","0,13K","0,00%"
"30.04.2000","110,00","110,80","111,25","106,00","0,73K","3,29%"
"23.04.2000","106,50","113,25","113,50","106,00","2,86K","-6,00%"
"16.04.2000","113,30","106,50","113,40","105,75","2,52K","6,38%"
"09.04.2000","106,50","114,50","114,50","106,00","3,90K","-7,59%"
"02.04.2000","115,25","121,00","121,00","111,75","2,99K","-4,04%"
"26.03.2000","120,10","118,75","123,25","118,50","2,30K","-0,25%"
"19.03.2000","120,40","122,00","122,00","118,00","0,32K","-1,31%"
"12.03.2000","122,00","122,00","122,00","118,00","0,05K","0,00%"
"05.03.2000","122,00","119,00","124,50","119,00","0,09K","2,52%"
"27.02.2000","119,00","108,00","119,00","108,00","0,56K","8,68%"
"20.02.2000","109,50","115,00","118,00","108,00","1,29K","-8,44%"
"13.02.2000","119,60","128,00","128,00","119,50","2,58K","-7,64%"
"06.02.2000","129,50","137,00","137,50","129,00","2,91K","-5,06%"
"30.01.2000","136,40","138,00","138,00","132,00","2,86K","-0,98%"
"23.01.2000","137,75","136,10","140,50","135,00","3,28K","1,66%"
"16.01.2000","135,50","138,00","144,00","134,00","4,57K","-3,15%"
"09.01.2000","139,90","152,00","155,00","139,00","4,65K","0,65%"
"02.01.2000","139,00","149,00","149,00","136,60","5,71K","-7,95%"
"26.12.1999","151,00","146,00","151,50","142,50","1,77K","3,71%"
"19.12.1999","145,60","162,00","169,00","139,50","8,14K","-9,90%"
"12.12.1999","161,60","153,30","163,00","145,00","6,28K","6,11%"
